Date,Temperature_C,Relative_Humidity_%,Pressure_Pa,Net_Radiation_MJ_m2_day,Wind_Speed_m_s,Temperature_F,Radiation_Sanity,ET0,ETc,Season,crop name,growth stage,Kc
2023-03-02,15.83,49.34,87.62,11.055744,1.44,60.494,OK,3.75129060601356,1.125387181804068,Zaid,Buckwheat,Development,0.7
2023-03-02,15.83,49.34,87.62,11.055744,1.44,60.494,OK,3.75129060601356,1.125387181804068,Zaid,Tomato,Mid-Season,1.12
2023-03-02,15.83,49.34,87.62,11.055744,1.44,60.494,OK,3.75129060601356,1.125387181804068,Zaid,Mandarin,Mid-Season,1.2
2023-03-02,15.83,49.34,87.62,11.055744,1.44,60.494,OK,3.75129060601356,1.125387181804068,Zaid,Orange,Mid-Season,0.63
2023-03-02,15.83,49.34,87.62,11.055744,1.44,60.494,OK,3.75129060601356,1.125387181804068,Zaid,Turmeric,Mid-Season,1.2
2023-03-02,15.83,49.34,87.62,11.055744,1.44,60.494,OK,3.75129060601356,1.125387181804068,Zaid,Ginger,Mid-Season,1.13
2023-03-02,15.83,49.34,87.62,11.055744,1.44,60.494,OK,3.75129060601356,1.125387181804068,Zaid,Buckwheat,Mid-Season,1.1
2023-03-02,15.83,49.34,87.62,11.055744,1.44,60.494,OK,3.75129060601356,1.125387181804068,Zaid,Tomato,Late Season,0.85
2023-03-02,15.83,49.34,87.62,11.055744,1.44,60.494,OK,3.75129060601356,1.125387181804068,Zaid,Mandarin,Late Season,0.8
2023-03-02,15.83,49.34,87.62,11.055744,1.44,60.494,OK,3.75129060601356,1.125387181804068,Zaid,Orange,Late Season,0.78
2023-03-02,15.83,49.34,87.62,11.055744,1.44,60.494,OK,3.75129060601356,1.125387181804068,Zaid,Turmeric,Late Season,0.6
2023-03-02,15.83,49.34,87.62,11.055744,1.44,60.494,OK,3.75129060601356,1.125387181804068,Zaid,Ginger,Late Season,0.7
2023-03-02,15.83,49.34,87.62,11.055744,1.44,60.494,OK,3.75129060601356,1.125387181804068,Zaid,Buckwheat,Late Season,0.5
2023-03-03,16.32,49.08,87.6,14.262048,1.35,61.376,OK,4.5228569623003665,2.2614284811501832,Zaid,Ginger,Initial,0.4
2023-03-03,16.32,49.08,87.6,14.262048,1.35,61.376,OK,4.5228569623003665,2.2614284811501832,Zaid,Buckwheat,Initial,0.3
2023-03-03,16.32,49.08,87.6,14.262048,1.35,61.376,OK,4.5228569623003665,2.2614284811501832,Zaid,Large Cardamom,Initial,0.5
2023-03-03,16.32,49.08,87.6,14.262048,1.35,61.376,OK,4.5228569623003665,2.2614284811501832,Zaid,Ginger,Initial,0.6
2023-03-03,16.32,49.08,87.6,14.262048,1.35,61.376,OK,4.5228569623003665,2.2614284811501832,Zaid,Turmeric,Initial,0.6
2023-03-03,16.32,49.08,87.6,14.262048,1.35,61.376,OK,4.5228569623003665,2.2614284811501832,Zaid,Orange,Initial,0.8
2023-03-03,16.32,49.08,87.6,14.262048,1.35,61.376,OK,4.5228569623003665,2.2614284811501832,Zaid,Mandarin,Initial,0.8
2023-03-03,16.32,49.08,87.6,14.262048,1.35,61.376,OK,4.5228569623003665,2.2614284811501832,Zaid,Tomato,Initial,0.7
2023-03-03,16.32,49.08,87.6,14.262048,1.35,61.376,OK,4.5228569623003665,2.2614284811501832,Zaid,Tomato,Development,0.85
2023-03-03,16.32,49.08,87.6,14.262048,1.35,61.376,OK,4.5228569623003665,2.2614284811501832,Zaid,Mandarin,Development,0.85
2023-03-03,16.32,49.08,87.6,14.262048,1.35,61.376,OK,4.5228569623003665,2.2614284811501832,Zaid,Orange,Development,0.35
2023-03-03,16.32,49.08,87.6,14.262048,1.35,61.376,OK,4.5228569623003665,2.2614284811501832,Zaid,Turmeric,Development,0.8
2023-03-03,16.32,49.08,87.6,14.262048,1.35,61.376,OK,4.5228569623003665,2.2614284811501832,Zaid,Ginger,Development,1.07
2023-03-03,16.32,49.08,87.6,14.262048,1.35,61.376,OK,4.5228569623003665,2.2614284811501832,Zaid,Buckwheat,Development,0.7
2023-03-03,16.32,49.08,87.6,14.262048,1.35,61.376,OK,4.5228569623003665,2.2614284811501832,Zaid,Tomato,Mid-Season,1.12
2023-03-03,16.32,49.08,87.6,14.262048,1.35,61.376,OK,4.5228569623003665,2.2614284811501832,Zaid,Mandarin,Mid-Season,1.2
2023-03-03,16.32,49.08,87.6,14.262048,1.35,61.376,OK,4.5228569623003665,2.2614284811501832,Zaid,Orange,Mid-Season,0.63
2023-03-03,16.32,49.08,87.6,14.262048,1.35,61.376,OK,4.5228569623003665,2.2614284811501832,Zaid,Turmeric,Mid-Season,1.2
2023-03-03,16.32,49.08,87.6,14.262048,1.35,61.376,OK,4.5228569623003665,2.2614284811501832,Zaid,Ginger,Mid-Season,1.13
2023-03-03,16.32,49.08,87.6,14.262048,1.35,61.376,OK,4.5228569623003665,2.2614284811501832,Zaid,Buckwheat,Mid-Season,1.1
2023-03-03,16.32,49.08,87.6,14.262048,1.35,61.376,OK,4.5228569623003665,2.2614284811501832,Zaid,Tomato,Late Season,0.85
2023-03-03,16.32,49.08,87.6,14.262048,1.35,61.376,OK,4.5228569623003665,2.2614284811501832,Zaid,Mandarin,Late Season,0.8
2023-03-03,16.32,49.08,87.6,14.262048,1.35,61.376,OK,4.5228569623003665,2.2614284811501832,Zaid,Orange,Late Season,0.78
2023-03-03,16.32,49.08,87.6,14.262048,1.35,61.376,OK,4.5228569623003665,2.2614284811501832,Zaid,Turmeric,Late Season,0.6
2023-03-03,16.32,49.08,87.6,14.262048,1.35,61.376,OK,4.5228569623003665,2.2614284811501832,Zaid,Ginger,Late Season,0.7
2023-03-03,16.32,49.08,87.6,14.262048,1.35,61.376,OK,4.5228569623003665,2.2614284811501832,Zaid,Buckwheat,Late Season,0.5
2023-03-04,16.81,55.46,87.65,13.27968,1.35,62.258,OK,4.196162350438073,2.5176974102628438,Zaid,Ginger,Initial,0.4
2023-03-04,16.81,55.46,87.65,13.27968,1.35,62.258,OK,4.196162350438073,2.5176974102628438,Zaid,Buckwheat,Initial,0.3
2023-03-04,16.81,55.46,87.65,13.27968,1.35,62.258,OK,4.196162350438073,2.5176974102628438,Zaid,Large Cardamom,Initial,0.5
2023-03-04,16.81,55.46,87.65,13.27968,1.35,62.258,OK,4.196162350438073,2.5176974102628438,Zaid,Ginger,Initial,0.6
2023-03-04,16.81,55.46,87.65,13.27968,1.35,62.258,OK,4.196162350438073,2.5176974102628438,Zaid,Turmeric,Initial,0.6
2023-03-04,16.81,55.46,87.65,13.27968,1.35,62.258,OK,4.196162350438073,2.5176974102628438,Zaid,Orange,Initial,0.8
2023-03-04,16.81,55.46,87.65,13.27968,1.35,62.258,OK,4.196162350438073,2.5176974102628438,Zaid,Mandarin,Initial,0.8
2023-03-04,16.81,55.46,87.65,13.27968,1.35,62.258,OK,4.196162350438073,2.5176974102628438,Zaid,Tomato,Initial,0.7
2023-03-04,16.81,55.46,87.65,13.27968,1.35,62.258,OK,4.196162350438073,2.5176974102628438,Zaid,Tomato,Development,0.85
2023-03-04,16.81,55.46,87.65,13.27968,1.35,62.258,OK,4.196162350438073,2.5176974102628438,Zaid,Mandarin,Development,0.85
2023-03-04,16.81,55.46,87.65,13.27968,1.35,62.258,OK,4.196162350438073,2.5176974102628438,Zaid,Orange,Development,0.35
2023-03-04,16.81,55.46,87.65,13.27968,1.35,62.258,OK,4.196162350438073,2.5176974102628438,Zaid,Turmeric,Development,0.8
2023-03-04,16.81,55.46,87.65,13.27968,1.35,62.258,OK,4.196162350438073,2.5176974102628438,Zaid,Ginger,Development,1.07
2023-03-04,16.81,55.46,87.65,13.27968,1.35,62.258,OK,4.196162350438073,2.5176974102628438,Zaid,Buckwheat,Development,0.7
2023-03-04,16.81,55.46,87.65,13.27968,1.35,62.258,OK,4.196162350438073,2.5176974102628438,Zaid,Tomato,Mid-Season,1.12
2023-03-04,16.81,55.46,87.65,13.27968,1.35,62.258,OK,4.196162350438073,2.5176974102628438,Zaid,Mandarin,Mid-Season,1.2
2023-03-04,16.81,55.46,87.65,13.27968,1.35,62.258,OK,4.196162350438073,2.5176974102628438,Zaid,Orange,Mid-Season,0.63
2023-03-04,16.81,55.46,87.65,13.27968,1.35,62.258,OK,4.196162350438073,2.5176974102628438,Zaid,Turmeric,Mid-Season,1.2
2023-03-04,16.81,55.46,87.65,13.27968,1.35,62.258,OK,4.196162350438073,2.5176974102628438,Zaid,Ginger,Mid-Season,1.13
2023-03-04,16.81,55.46,87.65,13.27968,1.35,62.258,OK,4.196162350438073,2.5176974102628438,Zaid,Buckwheat,Mid-Season,1.1
2023-03-04,16.81,55.46,87.65,13.27968,1.35,62.258,OK,4.196162350438073,2.5176974102628438,Zaid,Tomato,Late Season,0.85
2023-03-04,16.81,55.46,87.65,13.27968,1.35,62.258,OK,4.196162350438073,2.5176974102628438,Zaid,Mandarin,Late Season,0.8
2023-03-04,16.81,55.46,87.65,13.27968,1.35,62.258,OK,4.196162350438073,2.5176974102628438,Zaid,Orange,Late Season,0.78
2023-03-04,16.81,55.46,87.65,13.27968,1.35,62.258,OK,4.196162350438073,2.5176974102628438,Zaid,Turmeric,Late Season,0.6
2023-03-04,16.81,55.46,87.65,13.27968,1.35,62.258,OK,4.196162350438073,2.5176974102628438,Zaid,Ginger,Late Season,0.7
2023-03-04,16.81,55.46,87.65,13.27968,1.35,62.258,OK,4.196162350438073,2.5176974102628438,Zaid,Buckwheat,Late Season,0.5
2023-03-05,17.03,54.38,87.52,12.383712,1.39,62.654,OK,4.043004403909416,2.4258026423456496,Zaid,Ginger,Initial,0.4
2023-03-05,17.03,54.38,87.52,12.383712,1.39,62.654,OK,4.043004403909416,2.4258026423456496,Zaid,Buckwheat,Initial,0.3
2023-03-05,17.03,54.38,87.52,12.383712,1.39,62.654,OK,4.043004403909416,2.4258026423456496,Zaid,Large Cardamom,Initial,0.5
2023-03-05,17.03,54.38,87.52,12.383712,1.39,62.654,OK,4.043004403909416,2.4258026423456496,Zaid,Ginger,Initial,0.6
2023-03-05,17.03,54.38,87.52,12.383712,1.39,62.654,OK,4.043004403909416,2.4258026423456496,Zaid,Turmeric,Initial,0.6
2023-03-05,17.03,54.38,87.52,12.383712,1.39,62.654,OK,4.043004403909416,2.4258026423456496,Zaid,Orange,Initial,0.8
2023-03-05,17.03,54.38,87.52,12.383712,1.39,62.654,OK,4.043004403909416,2.4258026423456496,Zaid,Mandarin,Initial,0.8
2023-03-05,17.03,54.38,87.52,12.383712,1.39,62.654,OK,4.043004403909416,2.4258026423456496,Zaid,Tomato,Initial,0.7
2023-03-05,17.03,54.38,87.52,12.383712,1.39,62.654,OK,4.043004403909416,2.4258026423456496,Zaid,Tomato,Development,0.85
2023-03-05,17.03,54.38,87.52,12.383712,1.39,62.654,OK,4.043004403909416,2.4258026423456496,Zaid,Mandarin,Development,0.85
2023-03-05,17.03,54.38,87.52,12.383712,1.39,62.654,OK,4.043004403909416,2.4258026423456496,Zaid,Orange,Development,0.35
2023-03-05,17.03,54.38,87.52,12.383712,1.39,62.654,OK,4.043004403909416,2.4258026423456496,Zaid,Turmeric,Development,0.8
2023-03-05,17.03,54.38,87.52,12.383712,1.39,62.654,OK,4.043004403909416,2.4258026423456496,Zaid,Ginger,Development,1.07
2023-03-05,17.03,54.38,87.52,12.383712,1.39,62.654,OK,4.043004403909416,2.4258026423456496,Zaid,Buckwheat,Development,0.7
2023-03-05,17.03,54.38,87.52,12.383712,1.39,62.654,OK,4.043004403909416,2.4258026423456496,Zaid,Tomato,Mid-Season,1.12
2023-03-05,17.03,54.38,87.52,12.383712,1.39,62.654,OK,4.043004403909416,2.4258026423456496,Zaid,Mandarin,Mid-Season,1.2
2023-03-05,17.03,54.38,87.52,12.383712,1.39,62.654,OK,4.043004403909416,2.4258026423456496,Zaid,Orange,Mid-Season,0.63
2023-03-05,17.03,54.38,87.52,12.383712,1.39,62.654,OK,4.043004403909416,2.4258026423456496,Zaid,Turmeric,Mid-Season,1.2
2023-03-05,17.03,54.38,87.52,12.383712,1.39,62.654,OK,4.043004403909416,2.4258026423456496,Zaid,Ginger,Mid-Season,1.13
2023-03-05,17.03,54.38,87.52,12.383712,1.39,62.654,OK,4.043004403909416,2.4258026423456496,Zaid,Buckwheat,Mid-Season,1.1
2023-03-05,17.03,54.38,87.52,12.383712,1.39,62.654,OK,4.043004403909416,2.4258026423456496,Zaid,Tomato,Late Season,0.85
2023-03-05,17.03,54.38,87.52,12.383712,1.39,62.654,OK,4.043004403909416,2.4258026423456496,Zaid,Mandarin,Late Season,0.8
2023-03-05,17.03,54.38,87.52,12.383712,1.39,62.654,OK,4.043004403909416,2.4258026423456496,Zaid,Orange,Late Season,0.78
2023-03-05,17.03,54.38,87.52,12.383712,1.39,62.654,OK,4.043004403909416,2.4258026423456496,Zaid,Turmeric,Late Season,0.6
2023-03-05,17.03,54.38,87.52,12.383712,1.39,62.654,OK,4.043004403909416,2.4258026423456496,Zaid,Ginger,Late Season,0.7
2023-03-05,17.03,54.38,87.52,12.383712,1.39,62.654,OK,4.043004403909416,2.4258026423456496,Zaid,Buckwheat,Late Season,0.5
2023-03-06,17.49,47.07,87.35,13.715136,1.61,63.482,OK,4.6865508641179785,3.749240691294383,Zaid,Ginger,Initial,0.4
2023-03-06,17.49,47.07,87.35,13.715136,1.61,63.482,OK,4.6865508641179785,3.749240691294383,Zaid,Buckwheat,Initial,0.3
2023-03-06,17.49,47.07,87.35,13.715136,1.61,63.482,OK,4.6865508641179785,3.749240691294383,Zaid,Large Cardamom,Initial,0.5
2023-03-06,17.49,47.07,87.35,13.715136,1.61,63.482,OK,4.6865508641179785,3.749240691294383,Zaid,Ginger,Initial,0.6
2023-03-06,17.49,47.07,87.35,13.715136,1.61,63.482,OK,4.6865508641179785,3.749240691294383,Zaid,Turmeric,Initial,0.6
2023-03-06,17.49,47.07,87.35,13.715136,1.61,63.482,OK,4.6865508641179785,3.749240691294383,Zaid,Orange,Initial,0.8
2023-03-06,17.49,47.07,87.35,13.715136,1.61,63.482,OK,4.6865508641179785,3.749240691294383,Zaid,Mandarin,Initial,0.8
2023-03-06,17.49,47.07,87.35,13.715136,1.61,63.482,OK,4.6865508641179785,3.749240691294383,Zaid,Tomato,Initial,0.7
2023-03-06,17.49,47.07,87.35,13.715136,1.61,63.482,OK,4.6865508641179785,3.749240691294383,Zaid,Tomato,Development,0.85
2023-03-06,17.49,47.07,87.35,13.715136,1.61,63.482,OK,4.6865508641179785,3.749240691294383,Zaid,Mandarin,Development,0.85
2023-03-06,17.49,47.07,87.35,13.715136,1.61,63.482,OK,4.6865508641179785,3.749240691294383,Zaid,Orange,Development,0.35
2023-03-06,17.49,47.07,87.35,13.715136,1.61,63.482,OK,4.6865508641179785,3.749240691294383,Zaid,Turmeric,Development,0.8
2023-03-06,17.49,47.07,87.35,13.715136,1.61,63.482,OK,4.6865508641179785,3.749240691294383,Zaid,Ginger,Development,1.07
2023-03-06,17.49,47.07,87.35,13.715136,1.61,63.482,OK,4.6865508641179785,3.749240691294383,Zaid,Buckwheat,Development,0.7
2023-03-06,17.49,47.07,87.35,13.715136,1.61,63.482,OK,4.6865508641179785,3.749240691294383,Zaid,Tomato,Mid-Season,1.12
2023-03-06,17.49,47.07,87.35,13.715136,1.61,63.482,OK,4.6865508641179785,3.749240691294383,Zaid,Mandarin,Mid-Season,1.2
2023-03-06,17.49,47.07,87.35,13.715136,1.61,63.482,OK,4.6865508641179785,3.749240691294383,Zaid,Orange,Mid-Season,0.63
2023-03-06,17.49,47.07,87.35,13.715136,1.61,63.482,OK,4.6865508641179785,3.749240691294383,Zaid,Turmeric,Mid-Season,1.2
2023-03-06,17.49,47.07,87.35,13.715136,1.61,63.482,OK,4.6865508641179785,3.749240691294383,Zaid,Ginger,Mid-Season,1.13
2023-03-06,17.49,47.07,87.35,13.715136,1.61,63.482,OK,4.6865508641179785,3.749240691294383,Zaid,Buckwheat,Mid-Season,1.1
2023-03-06,17.49,47.07,87.35,13.715136,1.61,63.482,OK,4.6865508641179785,3.749240691294383,Zaid,Tomato,Late Season,0.85
2023-03-06,17.49,47.07,87.35,13.715136,1.61,63.482,OK,4.6865508641179785,3.749240691294383,Zaid,Mandarin,Late Season,0.8
2023-03-06,17.49,47.07,87.35,13.715136,1.61,63.482,OK,4.6865508641179785,3.749240691294383,Zaid,Orange,Late Season,0.78
2023-03-06,17.49,47.07,87.35,13.715136,1.61,63.482,OK,4.6865508641179785,3.749240691294383,Zaid,Turmeric,Late Season,0.6
2023-03-06,17.49,47.07,87.35,13.715136,1.61,63.482,OK,4.6865508641179785,3.749240691294383,Zaid,Ginger,Late Season,0.7
2023-03-06,17.49,47.07,87.35,13.715136,1.61,63.482,OK,4.6865508641179785,3.749240691294383,Zaid,Buckwheat,Late Season,0.5
2023-03-07,17.52,40.54,87.41,18.647712,1.59,63.536,OK,6.031770874579816,4.825416699663854,Zaid,Ginger,Initial,0.4
2023-03-07,17.52,40.54,87.41,18.647712,1.59,63.536,OK,6.031770874579816,4.825416699663854,Zaid,Buckwheat,Initial,0.3
2023-03-07,17.52,40.54,87.41,18.647712,1.59,63.536,OK,6.031770874579816,4.825416699663854,Zaid,Large Cardamom,Initial,0.5
2023-03-07,17.52,40.54,87.41,18.647712,1.59,63.536,OK,6.031770874579816,4.825416699663854,Zaid,Ginger,Initial,0.6
2023-03-07,17.52,40.54,87.41,18.647712,1.59,63.536,OK,6.031770874579816,4.825416699663854,Zaid,Turmeric,Initial,0.6
2023-03-07,17.52,40.54,87.41,18.647712,1.59,63.536,OK,6.031770874579816,4.825416699663854,Zaid,Orange,Initial,0.8
2023-03-07,17.52,40.54,87.41,18.647712,1.59,63.536,OK,6.031770874579816,4.825416699663854,Zaid,Mandarin,Initial,0.8
2023-03-07,17.52,40.54,87.41,18.647712,1.59,63.536,OK,6.031770874579816,4.825416699663854,Zaid,Tomato,Initial,0.7
2023-03-07,17.52,40.54,87.41,18.647712,1.59,63.536,OK,6.031770874579816,4.825416699663854,Zaid,Tomato,Development,0.85
2023-03-07,17.52,40.54,87.41,18.647712,1.59,63.536,OK,6.031770874579816,4.825416699663854,Zaid,Mandarin,Development,0.85
2023-03-07,17.52,40.54,87.41,18.647712,1.59,63.536,OK,6.031770874579816,4.825416699663854,Zaid,Orange,Development,0.35
2023-03-07,17.52,40.54,87.41,18.647712,1.59,63.536,OK,6.031770874579816,4.825416699663854,Zaid,Turmeric,Development,0.8
2023-03-07,17.52,40.54,87.41,18.647712,1.59,63.536,OK,6.031770874579816,4.825416699663854,Zaid,Ginger,Development,1.07
2023-03-07,17.52,40.54,87.41,18.647712,1.59,63.536,OK,6.031770874579816,4.825416699663854,Zaid,Buckwheat,Development,0.7
2023-03-07,17.52,40.54,87.41,18.647712,1.59,63.536,OK,6.031770874579816,4.825416699663854,Zaid,Tomato,Mid-Season,1.12
2023-03-07,17.52,40.54,87.41,18.647712,1.59,63.536,OK,6.031770874579816,4.825416699663854,Zaid,Mandarin,Mid-Season,1.2
2023-03-07,17.52,40.54,87.41,18.647712,1.59,63.536,OK,6.031770874579816,4.825416699663854,Zaid,Orange,Mid-Season,0.63
2023-03-07,17.52,40.54,87.41,18.647712,1.59,63.536,OK,6.031770874579816,4.825416699663854,Zaid,Turmeric,Mid-Season,1.2
2023-03-07,17.52,40.54,87.41,18.647712,1.59,63.536,OK,6.031770874579816,4.825416699663854,Zaid,Ginger,Mid-Season,1.13
2023-03-07,17.52,40.54,87.41,18.647712,1.59,63.536,OK,6.031770874579816,4.825416699663854,Zaid,Buckwheat,Mid-Season,1.1
2023-03-07,17.52,40.54,87.41,18.647712,1.59,63.536,OK,6.031770874579816,4.825416699663854,Zaid,Tomato,Late Season,0.85
2023-03-07,17.52,40.54,87.41,18.647712,1.59,63.536,OK,6.031770874579816,4.825416699663854,Zaid,Mandarin,Late Season,0.8
2023-03-07,17.52,40.54,87.41,18.647712,1.59,63.536,OK,6.031770874579816,4.825416699663854,Zaid,Orange,Late Season,0.78
2023-03-07,17.52,40.54,87.41,18.647712,1.59,63.536,OK,6.031770874579816,4.825416699663854,Zaid,Turmeric,Late Season,0.6
2023-03-07,17.52,40.54,87.41,18.647712,1.59,63.536,OK,6.031770874579816,4.825416699663854,Zaid,Ginger,Late Season,0.7
2023-03-07,17.52,40.54,87.41,18.647712,1.59,63.536,OK,6.031770874579816,4.825416699663854,Zaid,Buckwheat,Late Season,0.5
2023-03-08,17.61,39.16,87.58,13.496544000000002,1.54,63.698,OK,4.819241928789457,3.3734693501526194,Zaid,Ginger,Initial,0.4
2023-03-08,17.61,39.16,87.58,13.496544000000002,1.54,63.698,OK,4.819241928789457,3.3734693501526194,Zaid,Buckwheat,Initial,0.3
2023-03-08,17.61,39.16,87.58,13.496544000000002,1.54,63.698,OK,4.819241928789457,3.3734693501526194,Zaid,Large Cardamom,Initial,0.5
2023-03-08,17.61,39.16,87.58,13.496544000000002,1.54,63.698,OK,4.819241928789457,3.3734693501526194,Zaid,Ginger,Initial,0.6
2023-03-08,17.61,39.16,87.58,13.496544000000002,1.54,63.698,OK,4.819241928789457,3.3734693501526194,Zaid,Turmeric,Initial,0.6
2023-03-08,17.61,39.16,87.58,13.496544000000002,1.54,63.698,OK,4.819241928789457,3.3734693501526194,Zaid,Orange,Initial,0.8
2023-03-08,17.61,39.16,87.58,13.496544000000002,1.54,63.698,OK,4.819241928789457,3.3734693501526194,Zaid,Mandarin,Initial,0.8
2023-03-08,17.61,39.16,87.58,13.496544000000002,1.54,63.698,OK,4.819241928789457,3.3734693501526194,Zaid,Tomato,Initial,0.7
2023-03-08,17.61,39.16,87.58,13.496544000000002,1.54,63.698,OK,4.819241928789457,3.3734693501526194,Zaid,Tomato,Development,0.85
2023-03-08,17.61,39.16,87.58,13.496544000000002,1.54,63.698,OK,4.819241928789457,3.3734693501526194,Zaid,Mandarin,Development,0.85
2023-03-08,17.61,39.16,87.58,13.496544000000002,1.54,63.698,OK,4.819241928789457,3.3734693501526194,Zaid,Orange,Development,0.35
